id;nama;deskripsi;jumlah;rarity;tahun_ditemukan
G639;Spiritual Silver Amulet of Death;A/an Spiritual Amulet that is made of Silver. It radiates Spiritual energy and when used will imbue its actions with the attribute of Death. Very rare!;9;S;560
G640;Divine Iron Sword;A/an Divine Sword that is made of Iron. It has Divine origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;21;A;204
G641;Corrupted Platinum Cleats;A/an Corrupted Cleats that is made of Platinum. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;7;A;1091
G642;Emerald Ring;A/an Ring that is made of Emerald. Other than that it appears to have no special effects.;80;B;1342
G643;Spiritual Platinum Bow;A/an Spiritual Bow that is made of Platinum. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;26;A;1315
G644;Corrupted Gold Key of Water;A/an Corrupted Key that is made of Gold. It radiates Corrupted energy and when used will imbue its actions with the attribute of Water. Very rare!;1;S;1222
G645;Grand Silver Whip of Magma;A/an Grand Whip that is made of Silver. It radiates Grand energy and when used will imbue its actions with the attribute of Magma. Very rare!;6;S;261
G646;Chaotic Jade Bracelet;A/an Chaotic Bracelet that is made of Jade. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;25;A;499
G647;Evil Gold Tome;A/an Evil Tome that is made of Gold. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;19;A;1321
G648;Grand Jade Necklace;A/an Grand Necklace that is made of Jade. It has Grand origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;10;A;939
G649;Evil Steel Cloak;A/an Evil Cloak that is made of Steel. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;12;A;231
G650;Evil Iron Bow of Earth;A/an Evil Bow that is made of Iron. It radiates Evil energy and when used will imbue its actions with the attribute of Earth. Very rare!;9;S;567
G651;Gold Circlet;A/an Circlet that is made of Gold. Other than that it appears to have no special effects.;128;B;1193
G652;Elven Gold Crown;A/an Elven Crown that is made of Gold. It has Elven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;22;A;419
G653;Corrupted Copper Ring;A/an Corrupted Ring that is made of Copper. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;18;A;1002
G654;Copper Whip;A/an Whip that is made of Copper. Other than that it appears to have no special effects.;64;B;626
G655;Grand Silver Pauldrons;A/an Grand Pauldrons that is made of Silver. It has Grand origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;7;A;63
G656;Evil Iron Shield of Wood;A/an Evil Shield that is made of Iron. It radiates Evil energy and when used will imbue its actions with the attribute of Wood. Very rare!;4;S;106
G657;Chaotic Ruby Whip;A/an Chaotic Whip that is made of Ruby. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;28;A;1218
G658;Spiritual Topaz Amulet of Life;A/an Spiritual Amulet that is made of Topaz. It radiates Spiritual energy and when used will imbue its actions with the attribute of Life. Very rare!;3;S;38
G659;Magical Silver Shield;A/an Magical Shield that is made of Silver. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;7;A;1032
G660;Poisonous Ruby Armor;A/an Poisonous Armor that is made of Ruby. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;23;A;1272
G661;Divine Copper Pauldrons;A/an Divine Pauldrons that is made of Copper. It has Divine origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;7;A;239
G662;Dwarven Copper Circlet;A/an Dwarven Circlet that is made of Copper. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;20;A;641
G663;Ruby Bow;A/an Bow that is made of Ruby. Other than that it appears to have no special effects.;174;B;170
G664;Chaotic Steel Cloak;A/an Chaotic Cloak that is made of Steel. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;17;A;1413
G665;Abyssal Sapphire Key;A/an Abyssal Key that is made of Sapphire. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;25;A;1252
G666;Abyssal Topaz Key;A/an Abyssal Key that is made of Topaz. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;8;A;1274
G667;Dwarven Silver Greataxe of Magma;A/an Dwarven Greataxe that is made of Silver. It radiates Dwarven energy and when used will imbue its actions with the attribute of Magma. Very rare!;3;S;70
G668;Divine Emerald Pauldrons;A/an Divine Pauldrons that is made of Emerald. It has Divine origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;22;A;807
G669;Divine Jade Greataxe;A/an Divine Greataxe that is made of Jade. It has Divine origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;30;A;501
G670;Steel Cloak;A/an Cloak that is made of Steel. Other than that it appears to have no special effects.;161;B;195
G671;Poisonous Ruby Circlet;A/an Poisonous Circlet that is made of Ruby. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;16;A;1329
G672;Abyssal Sapphire Tome;A/an Abyssal Tome that is made of Sapphire. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;29;A;364
G673;Abyssal Platinum Crossbow of Wind;A/an Abyssal Crossbow that is made of Platinum. It radiates Abyssal energy and when used will imbue its actions with the attribute of Wind. Very rare!;3;S;506
G674;Divine Silver Key;A/an Divine Key that is made of Silver. It has Divine origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;26;A;511
G675;Dwarven Gold Amulet;A/an Dwarven Amulet that is made of Gold. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;21;A;554
G676;Spiritual Copper Pauldrons;A/an Spiritual Pauldrons that is made of Copper. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;5;A;307
G677;Corrupted Topaz Greataxe;A/an Corrupted Greataxe that is made of Topaz. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;26;A;121
G678;Divine Copper Amulet of Fire;A/an Divine Amulet that is made of Copper. It radiates Divine energy and when used will imbue its actions with the attribute of Fire. Very rare!;5;S;1077
G679;Divine Iron Whip;A/an Divine Whip that is made of Iron. It has Divine origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;23;A;472
G680;Elven Silver Whip;A/an Elven Whip that is made of Silver. It has Elven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;6;A;788
G681;Blessed Topaz Robe;A/an Blessed Robe that is made of Topaz. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;5;A;1153
G682;Abyssal Platinum Tiara;A/an Abyssal Tiara that is made of Platinum. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;29;A;880
G683;Explosive Gold Shield of Life;A/an Explosive Shield that is made of Gold. It radiates Explosive energy and when used will imbue its actions with the attribute of Life. Very rare!;7;S;649
G684;Poisonous Steel Pauldrons;A/an Poisonous Pauldrons that is made of Steel. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;10;A;1328
G685;Evil Jade Crown;A/an Evil Crown that is made of Jade. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;20;A;1463
G686;Sapphire Crossbow;A/an Crossbow that is made of Sapphire. Other than that it appears to have no special effects.;21;B;1051
G687;Abyssal Ruby Tiara;A/an Abyssal Tiara that is made of Ruby. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;24;A;287
G688;Blessed Iron Tome;A/an Blessed Tome that is made of Iron. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;20;A;1315
G689;Abyssal Silver Sword of Magma;A/an Abyssal Sword that is made of Silver. It radiates Abyssal energy and when used will imbue its actions with the attribute of Magma. Very rare!;7;S;1296
G690;Magical Ruby Bracelet;A/an Magical Bracelet that is made of Ruby. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;11;A;369
G691;Corrupted Emerald Robe of Ice;A/an Corrupted Robe that is made of Emerald. It radiates Corrupted energy and when used will imbue its actions with the attribute of Ice. Very rare!;2;S;942
G692;Poisonous Copper Robe of Death;A/an Poisonous Robe that is made of Copper. It radiates Poisonous energy and when used will imbue its actions with the attribute of Death. Very rare!;5;S;793
G693;Poisonous Copper Ring of Time;A/an Poisonous Ring that is made of Copper. It radiates Poisonous energy and when used will imbue its actions with the attribute of Time. Very rare!;6;S;555
G694;Ruby Circlet;A/an Circlet that is made of Ruby. Other than that it appears to have no special effects.;198;B;1305
G695;Evil Topaz Key;A/an Evil Key that is made of Topaz. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;6;A;964
G696;Chaotic Emerald Ring;A/an Chaotic Ring that is made of Emerald. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;13;A;35
G697;Evil Jade Tome;A/an Evil Tome that is made of Jade. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;29;A;488
G698;Elven Iron Pauldrons of Wind;A/an Elven Pauldrons that is made of Iron. It radiates Elven energy and when used will imbue its actions with the attribute of Wind. Very rare!;4;S;1037
G699;Chaotic Jade Whip;A/an Chaotic Whip that is made of Jade. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;23;A;417
G700;Poisonous Topaz Cleats;A/an Poisonous Cleats that is made of Topaz. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;29;A;101
G701;Blessed Platinum Cloak;A/an Blessed Cloak that is made of Platinum. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;25;A;1044
G702;Explosive Iron Sword of Fire;A/an Explosive Sword that is made of Iron. It radiates Explosive energy and when used will imbue its actions with the attribute of Fire. Very rare!;8;S;1345
G703;Evil Steel Tiara;A/an Evil Tiara that is made of Steel. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;7;A;44
G704;Evil Jade Key;A/an Evil Key that is made of Jade. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;21;A;490
G705;Chaotic Steel Armor;A/an Chaotic Armor that is made of Steel. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;8;A;833
G706;Abyssal Silver Tome;A/an Abyssal Tome that is made of Silver. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;13;A;564
G707;Abyssal Silver Key;A/an Abyssal Key that is made of Silver. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;18;A;1156
G708;Spiritual Iron Cleats;A/an Spiritual Cleats that is made of Iron. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;5;A;210
G709;Poisonous Gold Sword;A/an Poisonous Sword that is made of Gold. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;15;A;1445
G710;Topaz Amulet;A/an Amulet that is made of Topaz. Other than that it appears to have no special effects.;169;B;797
G711;Explosive Jade Crown;A/an Explosive Crown that is made of Jade. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;17;A;471
G712;Chaotic Topaz Cleats;A/an Chaotic Cleats that is made of Topaz. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;22;A;147
G713;Platinum Cloak;A/an Cloak that is made of Platinum. Other than that it appears to have no special effects.;191;B;602
G714;Corrupted Gold Shield;A/an Corrupted Shield that is made of Gold. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;23;A;1048
G715;Explosive Sapphire Pauldrons;A/an Explosive Pauldrons that is made of Sapphire. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;8;A;1077
G716;Explosive Steel Tome;A/an Explosive Tome that is made of Steel. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;27;A;1242
G717;Dwarven Gold Sword of Venom;A/an Dwarven Sword that is made of Gold. It radiates Dwarven energy and when used will imbue its actions with the attribute of Venom. Very rare!;3;S;879
G718;Corrupted Iron Key of Wind;A/an Corrupted Key that is made of Iron. It radiates Corrupted energy and when used will imbue its actions with the attribute of Wind. Very rare!;3;S;431
G719;Evil Copper Pauldrons;A/an Evil Pauldrons that is made of Copper. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;15;A;81
G720;Explosive Platinum Cloak;A/an Explosive Cloak that is made of Platinum. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;13;A;707
G721;Blessed Jade Grail;A/an Blessed Grail that is made of Jade. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;10;A;950
G722;Elven Jade Tome of Death;A/an Elven Tome that is made of Jade. It radiates Elven energy and when used will imbue its actions with the attribute of Death. Very rare!;3;S;1059
G723;Explosive Sapphire Cleats;A/an Explosive Cleats that is made of Sapphire. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;5;A;930
G724;Poisonous Copper Hairpin;A/an Poisonous Hairpin that is made of Copper. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;9;A;1014
G725;Corrupted Gold Whip;A/an Corrupted Whip that is made of Gold. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;24;A;1176
G726;Explosive Jade Key;A/an Explosive Key that is made of Jade. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;18;A;237
G727;Blessed Topaz Cleats;A/an Blessed Cleats that is made of Topaz. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;30;A;1356
G728;Jade Bracelet;A/an Bracelet that is made of Jade. Other than that it appears to have no special effects.;134;B;30
G729;Iron Tome;A/an Tome that is made of Iron. Other than that it appears to have no special effects.;74;B;659
G730;Platinum Grail;A/an Grail that is made of Platinum. Other than that it appears to have no special effects.;121;B;183
G731;Dwarven Emerald Whip of Fire;A/an Dwarven Whip that is made of Emerald. It radiates Dwarven energy and when used will imbue its actions with the attribute of Fire. Very rare!;6;S;513
G732;Explosive Ruby Shield;A/an Explosive Shield that is made of Ruby. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;10;A;1496
G733;Evil Gold Circlet;A/an Evil Circlet that is made of Gold. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;27;A;10
G734;Magical Silver Key;A/an Magical Key that is made of Silver. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;20;A;425
G735;Magical Ruby Saber of Time;A/an Magical Saber that is made of Ruby. It radiates Magical energy and when used will imbue its actions with the attribute of Time. Very rare!;9;S;1284
G736;Dwarven Copper Key;A/an Dwarven Key that is made of Copper. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;30;A;313
G737;Chaotic Steel Circlet of Magma;A/an Chaotic Circlet that is made of Steel. It radiates Chaotic energy and when used will imbue its actions with the attribute of Magma. Very rare!;5;S;437
G738;Elven Topaz Shield;A/an Elven Shield that is made of Topaz. It has Elven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;13;A;1113
G739;Divine Silver Tome;A/an Divine Tome that is made of Silver. It has Divine origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;16;A;463
G740;Evil Platinum Pauldrons;A/an Evil Pauldrons that is made of Platinum. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;8;A;593
G741;Abyssal Steel Pauldrons of Magma;A/an Abyssal Pauldrons that is made of Steel. It radiates Abyssal energy and when used will imbue its actions with the attribute of Magma. Very rare!;9;S;837
G742;Blessed Emerald Amulet of Lightning;A/an Blessed Amulet that is made of Emerald. It radiates Blessed energy and when used will imbue its actions with the attribute of Lightning. Very rare!;4;S;807
G743;Emerald Robe;A/an Robe that is made of Emerald. Other than that it appears to have no special effects.;106;B;734
G744;Elven Silver Circlet of Earth;A/an Elven Circlet that is made of Silver. It radiates Elven energy and when used will imbue its actions with the attribute of Earth. Very rare!;9;S;486
G745;Copper Cleats;A/an Cleats that is made of Copper. Other than that it appears to have no special effects.;192;B;230
G746;Abyssal Topaz Whip;A/an Abyssal Whip that is made of Topaz. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;6;A;1439
G747;Chaotic Platinum Circlet of Ice;A/an Chaotic Circlet that is made of Platinum. It radiates Chaotic energy and when used will imbue its actions with the attribute of Ice. Very rare!;5;S;312
G748;Grand Gold Grail;A/an Grand Grail that is made of Gold. It has Grand origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;7;A;221
G749;Abyssal Topaz Armor;A/an Abyssal Armor that is made of Topaz. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;6;A;1498
G750;Divine Gold Pauldrons;A/an Divine Pauldrons that is made of Gold. It has Divine origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;25;A;1478
G751;Explosive Platinum Crossbow;A/an Explosive Crossbow that is made of Platinum. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;24;A;565
G752;Magical Ruby Crossbow;A/an Magical Crossbow that is made of Ruby. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;26;A;1277
G753;Dwarven Platinum Shield;A/an Dwarven Shield that is made of Platinum. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;20;A;103
G754;Spiritual Topaz Shield;A/an Spiritual Shield that is made of Topaz. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;10;A;118
G755;Elven Topaz Sword;A/an Elven Sword that is made of Topaz. It has Elven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;19;A;1028
G756;Abyssal Topaz Necklace;A/an Abyssal Necklace that is made of Topaz. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;13;A;949
G757;Blessed Ruby Saber of Water;A/an Blessed Saber that is made of Ruby. It radiates Blessed energy and when used will imbue its actions with the attribute of Water. Very rare!;3;S;36
G758;Sapphire Bracelet;A/an Bracelet that is made of Sapphire. Other than that it appears to have no special effects.;131;B;160
G759;Spiritual Sapphire Grail;A/an Spiritual Grail that is made of Sapphire. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;15;A;1117
G760;Chaotic Topaz Circlet of Space;A/an Chaotic Circlet that is made of Topaz. It radiates Chaotic energy and when used will imbue its actions with the attribute of Space. Very rare!;4;S;838
G761;Evil Copper Ring;A/an Evil Ring that is made of Copper. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;22;A;1230
G762;Evil Topaz Grail;A/an Evil Grail that is made of Topaz. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;6;A;524
G763;Poisonous Platinum Pauldrons of Water;A/an Poisonous Pauldrons that is made of Platinum. It radiates Poisonous energy and when used will imbue its actions with the attribute of Water. Very rare!;6;S;509
G764;Blessed Ruby Bow;A/an Blessed Bow that is made of Ruby. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;5;A;793
G765;Abyssal Steel Bow;A/an Abyssal Bow that is made of Steel. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;14;A;122
G766;Chaotic Gold Amulet;A/an Chaotic Amulet that is made of Gold. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;23;A;399
G767;Topaz Cleats;A/an Cleats that is made of Topaz. Other than that it appears to have no special effects.;148;B;717
G768;Magical Steel Hairpin;A/an Magical Hairpin that is made of Steel. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;30;A;1469
G769;Corrupted Ruby Bow;A/an Corrupted Bow that is made of Ruby. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;17;A;1272
G770;Explosive Sapphire Necklace;A/an Explosive Necklace that is made of Sapphire. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;28;A;200
G771;Divine Topaz Hairpin of Fire;A/an Divine Hairpin that is made of Topaz. It radiates Divine energy and when used will imbue its actions with the attribute of Fire. Very rare!;1;S;211
G772;Blessed Gold Crown;A/an Blessed Crown that is made of Gold. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;26;A;693
G773;Spiritual Iron Armor;A/an Spiritual Armor that is made of Iron. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;29;A;405
G774;Spiritual Steel Circlet of Magma;A/an Spiritual Circlet that is made of Steel. It radiates Spiritual energy and when used will imbue its actions with the attribute of Magma. Very rare!;4;S;1269
G775;Corrupted Copper Hairpin;A/an Corrupted Hairpin that is made of Copper. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;25;A;1393
G776;Spiritual Gold Cloak;A/an Spiritual Cloak that is made of Gold. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;20;A;1000
G777;Grand Sapphire Hairpin;A/an Grand Hairpin that is made of Sapphire. It has Grand origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;20;A;1457
G778;Grand Gold Whip;A/an Grand Whip that is made of Gold. It has Grand origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;6;A;706
G779;Evil Sapphire Pauldrons;A/an Evil Pauldrons that is made of Sapphire. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;13;A;474
G780;Magical Topaz Whip;A/an Magical Whip that is made of Topaz. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;8;A;1364
G781;Divine Copper Key;A/an Divine Key that is made of Copper. It has Divine origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;24;A;923
G782;Chaotic Platinum Greataxe;A/an Chaotic Greataxe that is made of Platinum. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;25;A;1010
G783;Chaotic Emerald Amulet;A/an Chaotic Amulet that is made of Emerald. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;27;A;906
G784;Corrupted Silver Sword of Lightning;A/an Corrupted Sword that is made of Silver. It radiates Corrupted energy and when used will imbue its actions with the attribute of Lightning. Very rare!;5;S;517
G785;Magical Copper Necklace;A/an Magical Necklace that is made of Copper. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;14;A;526
G786;Dwarven Copper Tiara;A/an Dwarven Tiara that is made of Copper. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;26;A;1140
G787;Abyssal Gold Tiara;A/an Abyssal Tiara that is made of Gold. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;26;A;628
G788;Dwarven Ruby Bracelet;A/an Dwarven Bracelet that is made of Ruby. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;7;A;1489
G789;Poisonous Ruby Tiara;A/an Poisonous Tiara that is made of Ruby. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;18;A;602
G790;Chaotic Platinum Circlet of Light;A/an Chaotic Circlet that is made of Platinum. It radiates Chaotic energy and when used will imbue its actions with the attribute of Light. Very rare!;1;S;16
G791;Magical Platinum Bow;A/an Magical Bow that is made of Platinum. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;17;A;548
G792;Grand Steel Sword of Lightning;A/an Grand Sword that is made of Steel. It radiates Grand energy and when used will imbue its actions with the attribute of Lightning. Very rare!;9;S;187
G793;Blessed Sapphire Key;A/an Blessed Key that is made of Sapphire. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;29;A;685
G794;Abyssal Steel Armor;A/an Abyssal Armor that is made of Steel. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;16;A;1494
G795;Corrupted Ruby Amulet;A/an Corrupted Amulet that is made of Ruby. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;10;A;384
G796;Corrupted Iron Ring;A/an Corrupted Ring that is made of Iron. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;28;A;1036
G797;Spiritual Gold Saber;A/an Spiritual Saber that is made of Gold. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;5;A;717
G798;Chaotic Ruby Ring;A/an Chaotic Ring that is made of Ruby. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;24;A;531
G799;Grand Ruby Robe of Life;A/an Grand Robe that is made of Ruby. It radiates Grand energy and when used will imbue its actions with the attribute of Life. Very rare!;8;S;565
G800;Dwarven Ruby Tome;A/an Dwarven Tome that is made of Ruby. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;22;A;478
G801;Divine Jade Robe;A/an Divine Robe that is made of Jade. It has Divine origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;7;A;737
G802;Abyssal Copper Whip;A/an Abyssal Whip that is made of Copper. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;16;A;949
G803;Elven Topaz Bow;A/an Elven Bow that is made of Topaz. It has Elven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;12;A;1283
G804;Chaotic Emerald Crown;A/an Chaotic Crown that is made of Emerald. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;26;A;1277
G805;Abyssal Sapphire Crossbow;A/an Abyssal Crossbow that is made of Sapphire. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;15;A;1199
G806;Blessed Iron Cloak of Magma;A/an Blessed Cloak that is made of Iron. It radiates Blessed energy and when used will imbue its actions with the attribute of Magma. Very rare!;1;S;847
G807;Corrupted Steel Tiara of Life;A/an Corrupted Tiara that is made of Steel. It radiates Corrupted energy and when used will imbue its actions with the attribute of Life. Very rare!;6;S;89
G808;Platinum Pauldrons;A/an Pauldrons that is made of Platinum. Other than that it appears to have no special effects.;79;B;859
G809;Poisonous Platinum Grail;A/an Poisonous Grail that is made of Platinum. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;13;A;1056
G810;Blessed Topaz Grail of Venom;A/an Blessed Grail that is made of Topaz. It radiates Blessed energy and when used will imbue its actions with the attribute of Venom. Very rare!;6;S;290
G811;Elven Topaz Cloak of Space;A/an Elven Cloak that is made of Topaz. It radiates Elven energy and when used will imbue its actions with the attribute of Space. Very rare!;6;S;1365
G812;Dwarven Emerald Robe;A/an Dwarven Robe that is made of Emerald. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;9;A;120
G813;Abyssal Steel Tiara;A/an Abyssal Tiara that is made of Steel. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;5;A;970
G814;Divine Jade Tome;A/an Divine Tome that is made of Jade. It has Divine origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;19;A;1379
G815;Spiritual Topaz Bow;A/an Spiritual Bow that is made of Topaz. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;12;A;1183
G816;Divine Copper Whip of Death;A/an Divine Whip that is made of Copper. It radiates Divine energy and when used will imbue its actions with the attribute of Death. Very rare!;9;S;743
G817;Magical Steel Armor;A/an Magical Armor that is made of Steel. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;8;A;1014
G818;Corrupted Iron Sword;A/an Corrupted Sword that is made of Iron. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;17;A;593
G819;Magical Steel Crossbow of Wind;A/an Magical Crossbow that is made of Steel. It radiates Magical energy and when used will imbue its actions with the attribute of Wind. Very rare!;8;S;563
G820;Blessed Steel Hairpin;A/an Blessed Hairpin that is made of Steel. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;21;A;581
G821;Blessed Platinum Ring;A/an Blessed Ring that is made of Platinum. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;7;A;543
G822;Dwarven Iron Key;A/an Dwarven Key that is made of Iron. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;22;A;1284
G823;Corrupted Topaz Cleats;A/an Corrupted Cleats that is made of Topaz. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;30;A;575
