id;nama;deskripsi;jumlah;rarity
C668;Divine Topaz Salmon;Divine Salmon that are seemingly made of Topaz. They radiate Divine energy and their effects are unknown though one might surmise them from its name.;16;A
C669;Corrupted Silver Smoothies;Corrupted Smoothies that are seemingly made of Silver. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;18;A
C670;Corrupted Silver Potions;Corrupted Potions that are seemingly made of Silver. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;15;A
C671;Blessed Platinum Bread Cloves;Blessed Bread Cloves that are seemingly made of Platinum. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;29;A
C672;Spiritual Ruby Peaches;Spiritual Peaches that are seemingly made of Ruby. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;13;A
C673;Evil Emerald Juices;Evil Juices that are seemingly made of Emerald. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;17;A
C674;Poisonous Steel Carps;Poisonous Carps that are seemingly made of Steel. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;20;A
C675;Corrupted Emerald Sigils of Entrancement;Corrupted Sigils that are seemingly made of Emerald. They radiate Corrupted energy and when used/consumed will have the effect of Entrancement. Very rare!;5;S
C676;Explosive Steel Cupcakes;Explosive Cupcakes that are seemingly made of Steel. They radiate Explosive energy and their effects are unknown though one might surmise them from its name.;27;A
C677;Magical Gold Juices;Magical Juices that are seemingly made of Gold. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;13;A
C678;Magical Sapphire Smoothies;Magical Smoothies that are seemingly made of Sapphire. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;14;A
C679;Divine Platinum Bread Cloves;Divine Bread Cloves that are seemingly made of Platinum. They radiate Divine energy and their effects are unknown though one might surmise them from its name.;9;A
C680;Emerald Peaches;Peaches that seem to be made of Emerald. Other than that they appear to have no special effects.;133;B
C681;Spiritual Gold Candies;Spiritual Candies that are seemingly made of Gold. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;11;A
C682;Evil Steel Pearls;Evil Pearls that are seemingly made of Steel. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;5;A
C683;Abyssal Gold Cupcakes of Healing;Abyssal Cupcakes that are seemingly made of Gold. They radiate Abyssal energy and when used/consumed will have the effect of Healing. Very rare!;1;S
C684;Corrupted Copper Pearls;Corrupted Pearls that are seemingly made of Copper. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;12;A
C685;Grand Silver Pills;Grand Pills that are seemingly made of Silver. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;30;A
C686;Evil Iron Apples;Evil Apples that are seemingly made of Iron. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;10;A
C687;Elven Topaz Juices of Rejuvenation;Elven Juices that are seemingly made of Topaz. They radiate Elven energy and when used/consumed will have the effect of Rejuvenation. Very rare!;1;S
C688;Grand Ruby Sigils of Death;Grand Sigils that are seemingly made of Ruby. They radiate Grand energy and when used/consumed will have the effect of Death. Very rare!;1;S
C689;Evil Silver Peaches of Flying;Evil Peaches that are seemingly made of Silver. They radiate Evil energy and when used/consumed will have the effect of Flying. Very rare!;6;S
C690;Chaotic Ruby Potions;Chaotic Potions that are seemingly made of Ruby. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;7;A
C691;Spiritual Emerald Arrows;Spiritual Arrows that are seemingly made of Emerald. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;25;A
C692;Chaotic Silver Potions;Chaotic Potions that are seemingly made of Silver. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;13;A
C693;Chaotic Copper Milk Cartons;Chaotic Milk Cartons that are seemingly made of Copper. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;20;A
C694;Poisonous Sapphire Carps;Poisonous Carps that are seemingly made of Sapphire. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;11;A
C695;Magical Topaz Mushrooms;Magical Mushrooms that are seemingly made of Topaz. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;7;A
C696;Abyssal Copper Juices;Abyssal Juices that are seemingly made of Copper. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;8;A
C697;Grand Sapphire Pears;Grand Pears that are seemingly made of Sapphire. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;23;A
C698;Divine Gold Carps;Divine Carps that are seemingly made of Gold. They radiate Divine energy and their effects are unknown though one might surmise them from its name.;22;A
C699;Corrupted Copper Salmon;Corrupted Salmon that are seemingly made of Copper. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;14;A
C700;Dwarven Steel Bread Cloves of Incitement;Dwarven Bread Cloves that are seemingly made of Steel. They radiate Dwarven energy and when used/consumed will have the effect of Incitement. Very rare!;8;S
C701;Platinum Energy Drinks;Energy Drinks that seem to be made of Platinum. Other than that they appear to have no special effects.;127;B
C702;Abyssal Gold Beads;Abyssal Beads that are seemingly made of Gold. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;7;A
C703;Corrupted Copper Beads;Corrupted Beads that are seemingly made of Copper. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;25;A
C704;Magical Jade Salmon;Magical Salmon that are seemingly made of Jade. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;11;A
C705;Topaz Peaches;Peaches that seem to be made of Topaz. Other than that they appear to have no special effects.;173;B
C706;Grand Steel Salmon;Grand Salmon that are seemingly made of Steel. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;7;A
C707;Corrupted Gold Cupcakes;Corrupted Cupcakes that are seemingly made of Gold. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;20;A
C708;Elven Iron Juices;Elven Juices that are seemingly made of Iron. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;16;A
C709;Magical Copper Juices;Magical Juices that are seemingly made of Copper. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;16;A
C710;Steel Liquids;Liquids that seem to be made of Steel. Other than that they appear to have no special effects.;149;B
C711;Corrupted Jade Beads;Corrupted Beads that are seemingly made of Jade. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;9;A
C712;Abyssal Steel Panties;Abyssal Panties that are seemingly made of Steel. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;11;A
C713;Blessed Topaz Peaches;Blessed Peaches that are seemingly made of Topaz. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;9;A
C714;Abyssal Copper Beads;Abyssal Beads that are seemingly made of Copper. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;25;A
C715;Explosive Emerald Pills of Rejuvenation;Explosive Pills that are seemingly made of Emerald. They radiate Explosive energy and when used/consumed will have the effect of Rejuvenation. Very rare!;8;S
C716;Steel Smoothies;Smoothies that seem to be made of Steel. Other than that they appear to have no special effects.;24;B
C717;Spiritual Gold Beads;Spiritual Beads that are seemingly made of Gold. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;10;A
C718;Poisonous Iron Juices;Poisonous Juices that are seemingly made of Iron. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;11;A
C719;Divine Copper Milk Cartons;Divine Milk Cartons that are seemingly made of Copper. They radiate Divine energy and their effects are unknown though one might surmise them from its name.;21;A
C720;Abyssal Topaz Apples of Rejuvenation;Abyssal Apples that are seemingly made of Topaz. They radiate Abyssal energy and when used/consumed will have the effect of Rejuvenation. Very rare!;6;S
C721;Dwarven Copper Apples;Dwarven Apples that are seemingly made of Copper. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;8;A
C722;Abyssal Steel Liquids;Abyssal Liquids that are seemingly made of Steel. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;18;A
C723;Spiritual Silver Pills;Spiritual Pills that are seemingly made of Silver. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;20;A
C724;Spiritual Sapphire Pears of Flying;Spiritual Pears that are seemingly made of Sapphire. They radiate Spiritual energy and when used/consumed will have the effect of Flying. Very rare!;4;S
C725;Spiritual Steel Pears;Spiritual Pears that are seemingly made of Steel. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;18;A
C726;Dwarven Copper Cupcakes;Dwarven Cupcakes that are seemingly made of Copper. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;16;A
C727;Elven Ruby Potions;Elven Potions that are seemingly made of Ruby. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;16;A
C728;Blessed Silver Pearls;Blessed Pearls that are seemingly made of Silver. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;8;A
C729;Elven Copper Candies of Invigoration;Elven Candies that are seemingly made of Copper. They radiate Elven energy and when used/consumed will have the effect of Invigoration. Very rare!;5;S
C730;Magical Gold Energy Drinks of Warding;Magical Energy Drinks that are seemingly made of Gold. They radiate Magical energy and when used/consumed will have the effect of Warding. Very rare!;5;S
C731;Grand Topaz Liquids of Invigoration;Grand Liquids that are seemingly made of Topaz. They radiate Grand energy and when used/consumed will have the effect of Invigoration. Very rare!;7;S
C732;Evil Iron Juices of Rejuvenation;Evil Juices that are seemingly made of Iron. They radiate Evil energy and when used/consumed will have the effect of Rejuvenation. Very rare!;6;S
C733;Poisonous Emerald Candies;Poisonous Candies that are seemingly made of Emerald. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;8;A
C734;Ruby Candies;Candies that seem to be made of Ruby. Other than that they appear to have no special effects.;66;B
C735;Abyssal Sapphire Salmon;Abyssal Salmon that are seemingly made of Sapphire. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;16;A
C736;Evil Emerald Potions of Invigoration;Evil Potions that are seemingly made of Emerald. They radiate Evil energy and when used/consumed will have the effect of Invigoration. Very rare!;1;S
C737;Corrupted Jade Energy Drinks;Corrupted Energy Drinks that are seemingly made of Jade. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;24;A
C738;Chaotic Copper Apples of Death;Chaotic Apples that are seemingly made of Copper. They radiate Chaotic energy and when used/consumed will have the effect of Death. Very rare!;3;S
C739;Silver Apples;Apples that seem to be made of Silver. Other than that they appear to have no special effects.;170;B
C740;Evil Ruby Apples;Evil Apples that are seemingly made of Ruby. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;30;A
C741;Poisonous Jade Carps;Poisonous Carps that are seemingly made of Jade. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;8;A
C742;Chaotic Sapphire Smoothies;Chaotic Smoothies that are seemingly made of Sapphire. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;8;A
C743;Iron Arrows;Arrows that seem to be made of Iron. Other than that they appear to have no special effects.;83;B
C744;Blessed Emerald Beads;Blessed Beads that are seemingly made of Emerald. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;5;A
C745;Chaotic Silver Peaches of Focus;Chaotic Peaches that are seemingly made of Silver. They radiate Chaotic energy and when used/consumed will have the effect of Focus. Very rare!;7;S
C746;Spiritual Platinum Bread Cloves of Infatuation;Spiritual Bread Cloves that are seemingly made of Platinum. They radiate Spiritual energy and when used/consumed will have the effect of Infatuation. Very rare!;8;S
C747;Chaotic Emerald Arrows;Chaotic Arrows that are seemingly made of Emerald. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;23;A
C748;Blessed Sapphire Milk Cartons;Blessed Milk Cartons that are seemingly made of Sapphire. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;10;A
C749;Abyssal Sapphire Arrows;Abyssal Arrows that are seemingly made of Sapphire. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;7;A
C750;Divine Sapphire Sigils of Fulfilling;Divine Sigils that are seemingly made of Sapphire. They radiate Divine energy and when used/consumed will have the effect of Fulfilling. Very rare!;1;S
C751;Blessed Sapphire Pearls;Blessed Pearls that are seemingly made of Sapphire. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;6;A
C752;Evil Silver Beads of Healing;Evil Beads that are seemingly made of Silver. They radiate Evil energy and when used/consumed will have the effect of Healing. Very rare!;1;S
C753;Poisonous Emerald Pearls of Invigoration;Poisonous Pearls that are seemingly made of Emerald. They radiate Poisonous energy and when used/consumed will have the effect of Invigoration. Very rare!;3;S
C754;Corrupted Ruby Sigils of Memorization;Corrupted Sigils that are seemingly made of Ruby. They radiate Corrupted energy and when used/consumed will have the effect of Memorization. Very rare!;2;S
C755;Abyssal Steel Sigils;Abyssal Sigils that are seemingly made of Steel. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;25;A
C756;Blessed Steel Pears;Blessed Pears that are seemingly made of Steel. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;23;A
C757;Explosive Steel Bread Cloves;Explosive Bread Cloves that are seemingly made of Steel. They radiate Explosive energy and their effects are unknown though one might surmise them from its name.;11;A
C758;Explosive Gold Liquids;Explosive Liquids that are seemingly made of Gold. They radiate Explosive energy and their effects are unknown though one might surmise them from its name.;30;A
C759;Divine Platinum Milk Cartons of Warding;Divine Milk Cartons that are seemingly made of Platinum. They radiate Divine energy and when used/consumed will have the effect of Warding. Very rare!;7;S
C760;Ruby Liquids;Liquids that seem to be made of Ruby. Other than that they appear to have no special effects.;178;B
C761;Corrupted Emerald Peaches;Corrupted Peaches that are seemingly made of Emerald. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;26;A
C762;Evil Topaz Carps of Infatuation;Evil Carps that are seemingly made of Topaz. They radiate Evil energy and when used/consumed will have the effect of Infatuation. Very rare!;9;S
C763;Dwarven Copper Essences;Dwarven Essences that are seemingly made of Copper. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;26;A
C764;Magical Platinum Smoothies of Flying;Magical Smoothies that are seemingly made of Platinum. They radiate Magical energy and when used/consumed will have the effect of Flying. Very rare!;9;S
C765;Magical Emerald Energy Drinks;Magical Energy Drinks that are seemingly made of Emerald. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;14;A
C766;Sapphire Peaches;Peaches that seem to be made of Sapphire. Other than that they appear to have no special effects.;198;B
C767;Explosive Topaz Pearls of Death;Explosive Pearls that are seemingly made of Topaz. They radiate Explosive energy and when used/consumed will have the effect of Death. Very rare!;3;S
C768;Blessed Ruby Apples;Blessed Apples that are seemingly made of Ruby. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;9;A
C769;Blessed Jade Sigils of Infatuation;Blessed Sigils that are seemingly made of Jade. They radiate Blessed energy and when used/consumed will have the effect of Infatuation. Very rare!;3;S
C770;Elven Steel Potions;Elven Potions that are seemingly made of Steel. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;15;A
C771;Grand Sapphire Beads of Telekinesis;Grand Beads that are seemingly made of Sapphire. They radiate Grand energy and when used/consumed will have the effect of Telekinesis. Very rare!;7;S
C772;Evil Emerald Carps;Evil Carps that are seemingly made of Emerald. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;7;A
C773;Poisonous Emerald Liquids;Poisonous Liquids that are seemingly made of Emerald. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;10;A
C774;Explosive Silver Milk Cartons;Explosive Milk Cartons that are seemingly made of Silver. They radiate Explosive energy and their effects are unknown though one might surmise them from its name.;29;A
C775;Elven Jade Pearls;Elven Pearls that are seemingly made of Jade. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;25;A
C776;Dwarven Sapphire Salmon;Dwarven Salmon that are seemingly made of Sapphire. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;19;A
C777;Explosive Emerald Cupcakes;Explosive Cupcakes that are seemingly made of Emerald. They radiate Explosive energy and their effects are unknown though one might surmise them from its name.;28;A
C778;Divine Jade Milk Cartons;Divine Milk Cartons that are seemingly made of Jade. They radiate Divine energy and their effects are unknown though one might surmise them from its name.;7;A
C779;Poisonous Copper Bread Cloves of Infatuation;Poisonous Bread Cloves that are seemingly made of Copper. They radiate Poisonous energy and when used/consumed will have the effect of Infatuation. Very rare!;6;S
C780;Blessed Sapphire Beads;Blessed Beads that are seemingly made of Sapphire. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;12;A
C781;Abyssal Jade Mushrooms;Abyssal Mushrooms that are seemingly made of Jade. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;5;A
C782;Evil Silver Smoothies;Evil Smoothies that are seemingly made of Silver. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;16;A
C783;Iron Beads;Beads that seem to be made of Iron. Other than that they appear to have no special effects.;69;B
C784;Divine Iron Beads;Divine Beads that are seemingly made of Iron. They radiate Divine energy and their effects are unknown though one might surmise them from its name.;28;A
C785;Evil Ruby Potions;Evil Potions that are seemingly made of Ruby. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;6;A
C786;Divine Gold Smoothies;Divine Smoothies that are seemingly made of Gold. They radiate Divine energy and their effects are unknown though one might surmise them from its name.;5;A
C787;Divine Emerald Sigils;Divine Sigils that are seemingly made of Emerald. They radiate Divine energy and their effects are unknown though one might surmise them from its name.;9;A
C788;Blessed Silver Peaches;Blessed Peaches that are seemingly made of Silver. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;7;A
C789;Copper Cupcakes;Cupcakes that seem to be made of Copper. Other than that they appear to have no special effects.;171;B
C790;Spiritual Topaz Carps;Spiritual Carps that are seemingly made of Topaz. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;26;A
C791;Elven Copper Beads;Elven Beads that are seemingly made of Copper. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;23;A
C792;Poisonous Jade Sigils;Poisonous Sigils that are seemingly made of Jade. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;21;A
C793;Divine Copper Smoothies;Divine Smoothies that are seemingly made of Copper. They radiate Divine energy and their effects are unknown though one might surmise them from its name.;14;A
C794;Corrupted Topaz Energy Drinks;Corrupted Energy Drinks that are seemingly made of Topaz. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;16;A
C795;Poisonous Gold Juices of Rejuvenation;Poisonous Juices that are seemingly made of Gold. They radiate Poisonous energy and when used/consumed will have the effect of Rejuvenation. Very rare!;8;S
C796;Spiritual Jade Mushrooms of Infatuation;Spiritual Mushrooms that are seemingly made of Jade. They radiate Spiritual energy and when used/consumed will have the effect of Infatuation. Very rare!;9;S
C797;Poisonous Steel Apples;Poisonous Apples that are seemingly made of Steel. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;18;A
C798;Blessed Iron Smoothies of Infatuation;Blessed Smoothies that are seemingly made of Iron. They radiate Blessed energy and when used/consumed will have the effect of Infatuation. Very rare!;2;S
C799;Poisonous Silver Pears;Poisonous Pears that are seemingly made of Silver. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;17;A
C800;Explosive Jade Energy Drinks of Fulfilling;Explosive Energy Drinks that are seemingly made of Jade. They radiate Explosive energy and when used/consumed will have the effect of Fulfilling. Very rare!;1;S
C801;Abyssal Platinum Peaches;Abyssal Peaches that are seemingly made of Platinum. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;22;A
C802;Dwarven Silver Beads of Telekinesis;Dwarven Beads that are seemingly made of Silver. They radiate Dwarven energy and when used/consumed will have the effect of Telekinesis. Very rare!;5;S
C803;Poisonous Iron Pills of Invigoration;Poisonous Pills that are seemingly made of Iron. They radiate Poisonous energy and when used/consumed will have the effect of Invigoration. Very rare!;3;S
C804;Blessed Emerald Cupcakes;Blessed Cupcakes that are seemingly made of Emerald. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;14;A
C805;Gold Essences;Essences that seem to be made of Gold. Other than that they appear to have no special effects.;185;B
C806;Evil Emerald Potions;Evil Potions that are seemingly made of Emerald. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;25;A
C807;Evil Gold Juices of Incitement;Evil Juices that are seemingly made of Gold. They radiate Evil energy and when used/consumed will have the effect of Incitement. Very rare!;3;S
C808;Blessed Steel Cupcakes;Blessed Cupcakes that are seemingly made of Steel. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;19;A
C809;Dwarven Jade Beads of Immortality;Dwarven Beads that are seemingly made of Jade. They radiate Dwarven energy and when used/consumed will have the effect of Immortality. Very rare!;3;S
C810;Grand Copper Liquids of Infatuation;Grand Liquids that are seemingly made of Copper. They radiate Grand energy and when used/consumed will have the effect of Infatuation. Very rare!;6;S
C811;Explosive Silver Juices;Explosive Juices that are seemingly made of Silver. They radiate Explosive energy and their effects are unknown though one might surmise them from its name.;6;A
C812;Poisonous Gold Smoothies;Poisonous Smoothies that are seemingly made of Gold. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;6;A
C813;Chaotic Silver Pears of Focus;Chaotic Pears that are seemingly made of Silver. They radiate Chaotic energy and when used/consumed will have the effect of Focus. Very rare!;9;S
C814;Dwarven Copper Salmon of Immortality;Dwarven Salmon that are seemingly made of Copper. They radiate Dwarven energy and when used/consumed will have the effect of Immortality. Very rare!;1;S
C815;Magical Gold Arrows;Magical Arrows that are seemingly made of Gold. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;14;A
C816;Dwarven Copper Energy Drinks;Dwarven Energy Drinks that are seemingly made of Copper. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;11;A
C817;Corrupted Topaz Juices;Corrupted Juices that are seemingly made of Topaz. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;8;A
C818;Dwarven Silver Pills;Dwarven Pills that are seemingly made of Silver. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;14;A
C819;Poisonous Iron Mushrooms;Poisonous Mushrooms that are seemingly made of Iron. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;18;A
C820;Explosive Silver Cupcakes of Healing;Explosive Cupcakes that are seemingly made of Silver. They radiate Explosive energy and when used/consumed will have the effect of Healing. Very rare!;9;S
C821;Blessed Copper Pills;Blessed Pills that are seemingly made of Copper. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;20;A
C822;Magical Iron Milk Cartons;Magical Milk Cartons that are seemingly made of Iron. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;9;A
C823;Corrupted Iron Peaches;Corrupted Peaches that are seemingly made of Iron. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;8;A
C824;Elven Ruby Juices of Entrancement;Elven Juices that are seemingly made of Ruby. They radiate Elven energy and when used/consumed will have the effect of Entrancement. Very rare!;6;S
C825;Blessed Copper Arrows;Blessed Arrows that are seemingly made of Copper. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;25;A
C826;Corrupted Sapphire Panties;Corrupted Panties that are seemingly made of Sapphire. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;13;A
C827;Grand Gold Beads;Grand Beads that are seemingly made of Gold. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;5;A
C828;Poisonous Ruby Smoothies of Infatuation;Poisonous Smoothies that are seemingly made of Ruby. They radiate Poisonous energy and when used/consumed will have the effect of Infatuation. Very rare!;9;S
C829;Poisonous Sapphire Smoothies;Poisonous Smoothies that are seemingly made of Sapphire. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;6;A
C830;Elven Emerald Cupcakes of Memorization;Elven Cupcakes that are seemingly made of Emerald. They radiate Elven energy and when used/consumed will have the effect of Memorization. Very rare!;6;S
C831;Evil Copper Potions;Evil Potions that are seemingly made of Copper. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;11;A
C832;Divine Emerald Mushrooms;Divine Mushrooms that are seemingly made of Emerald. They radiate Divine energy and their effects are unknown though one might surmise them from its name.;16;A
C833;Explosive Copper Cupcakes of Invigoration;Explosive Cupcakes that are seemingly made of Copper. They radiate Explosive energy and when used/consumed will have the effect of Invigoration. Very rare!;7;S
C834;Abyssal Steel Beads;Abyssal Beads that are seemingly made of Steel. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;24;A
C835;Blessed Sapphire Smoothies of Restoration;Blessed Smoothies that are seemingly made of Sapphire. They radiate Blessed energy and when used/consumed will have the effect of Restoration. Very rare!;3;S
C836;Grand Topaz Cupcakes;Grand Cupcakes that are seemingly made of Topaz. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;10;A
C837;Chaotic Iron Liquids;Chaotic Liquids that are seemingly made of Iron. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;22;A
C838;Divine Silver Juices;Divine Juices that are seemingly made of Silver. They radiate Divine energy and their effects are unknown though one might surmise them from its name.;21;A
C839;Grand Ruby Panties;Grand Panties that are seemingly made of Ruby. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;16;A
C840;Chaotic Ruby Liquids;Chaotic Liquids that are seemingly made of Ruby. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;28;A
C841;Elven Steel Bread Cloves;Elven Bread Cloves that are seemingly made of Steel. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;18;A
C842;Corrupted Jade Milk Cartons;Corrupted Milk Cartons that are seemingly made of Jade. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;24;A
C843;Chaotic Platinum Peaches of Healing;Chaotic Peaches that are seemingly made of Platinum. They radiate Chaotic energy and when used/consumed will have the effect of Healing. Very rare!;8;S
C844;Explosive Steel Pills;Explosive Pills that are seemingly made of Steel. They radiate Explosive energy and their effects are unknown though one might surmise them from its name.;26;A
C845;Chaotic Iron Bread Cloves of Telekinesis;Chaotic Bread Cloves that are seemingly made of Iron. They radiate Chaotic energy and when used/consumed will have the effect of Telekinesis. Very rare!;3;S
C846;Corrupted Iron Pills of Rejuvenation;Corrupted Pills that are seemingly made of Iron. They radiate Corrupted energy and when used/consumed will have the effect of Rejuvenation. Very rare!;6;S
C847;Grand Silver Beads of Rejuvenation;Grand Beads that are seemingly made of Silver. They radiate Grand energy and when used/consumed will have the effect of Rejuvenation. Very rare!;2;S
C848;Abyssal Steel Mushrooms;Abyssal Mushrooms that are seemingly made of Steel. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;19;A
C849;Dwarven Silver Milk Cartons of Invigoration;Dwarven Milk Cartons that are seemingly made of Silver. They radiate Dwarven energy and when used/consumed will have the effect of Invigoration. Very rare!;1;S
C850;Dwarven Sapphire Milk Cartons of Restoration;Dwarven Milk Cartons that are seemingly made of Sapphire. They radiate Dwarven energy and when used/consumed will have the effect of Restoration. Very rare!;2;S
C851;Magical Emerald Juices of Death;Magical Juices that are seemingly made of Emerald. They radiate Magical energy and when used/consumed will have the effect of Death. Very rare!;2;S
C852;Corrupted Steel Smoothies;Corrupted Smoothies that are seemingly made of Steel. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;20;A
C853;Dwarven Emerald Essences;Dwarven Essences that are seemingly made of Emerald. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;17;A
C854;Elven Ruby Energy Drinks of Memorization;Elven Energy Drinks that are seemingly made of Ruby. They radiate Elven energy and when used/consumed will have the effect of Memorization. Very rare!;4;S
C855;Abyssal Platinum Essences of Tempering;Abyssal Essences that are seemingly made of Platinum. They radiate Abyssal energy and when used/consumed will have the effect of Tempering. Very rare!;5;S
C856;Elven Ruby Pears;Elven Pears that are seemingly made of Ruby. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;18;A
C857;Spiritual Steel Pears of Tempering;Spiritual Pears that are seemingly made of Steel. They radiate Spiritual energy and when used/consumed will have the effect of Tempering. Very rare!;9;S
C858;Dwarven Platinum Energy Drinks;Dwarven Energy Drinks that are seemingly made of Platinum. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;19;A
C859;Corrupted Silver Pears;Corrupted Pears that are seemingly made of Silver. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;25;A
C860;Elven Silver Pills;Elven Pills that are seemingly made of Silver. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;17;A
